kode_ref_pend,nama_pendidikan,formasi_id,ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max,jumlah_ms
5191141,S-1 INFORMATIKA,8a028487919cdb310191a73e0996178c,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,IAKN AMBON,1,1,2785700,6104700,0
5191141,S-1 INFORMATIKA,8a028487919cdb310191a9057c3e2b89,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT BUDDHA,1,1,2785700,6104700,1
5191141,S-1 INFORMATIKA,8a02849d91ab929d0191ac98f4440e9d,Kementerian Agama,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT HINDU,5,1,2785700,6104700,1
5191141,S-1 INFORMATIKA,8a02849d91ab929d0191ac99d8460ebd,Kementerian Agama,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT HINDU,1,1,2785700,6104700,0
5191141,S-1 INFORMATIKA,8a02849d91ab929d0191ac9e11120f86,Kementerian Agama,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT BUDDHA,1,1,2785700,6104700,0
5191141,S-1 INFORMATIKA,8a02849d91ab929d0191ac9f69e90fb5,Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT BUDDHA,2,1,2785700,6104700,0
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a5c47cae1205,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT KATOLIK,1,1,2785700,6104700,5
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a6c44679182e,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT HINDU,1,1,2785700,6104700,2
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a7302c921c64,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PERENCANA AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,2,1,2785700,6104700,2
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a774b07c1e6d,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT KRISTEN,2,1,2785700,6104700,13
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a7f530f524bd,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,STAKATN PONTIANAK,1,1,2785700,6104700,9
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a843609429a6,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,IAKN TARUTUNG,1,1,2785700,6104700,17
5191141,S-1 INFORMATIKA,8a038450919cdb3c0191a97c3a9235e5,Kementerian Agama,CPNS,UMUM,PERENCANA AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI NUSA TENGGARA TIMUR,1,1,2785700,6104700,7
5191141,S-1 INFORMATIKA,8a03849a9149c64e019149f754b21d18,Kementerian Hukum dan Hak Asasi Manusia,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA | UNIT PUSAT,40,0,2785700,8620850,1219
5191141,S-1 INFORMATIKA,8a03849a9149c64e01914a78bc1a3faa,Kementerian Hukum dan Hak Asasi Manusia,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA | KANTOR WILAYAH KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,55,0,2785700,8620850,3642
5191141,S-1 INFORMATIKA,8a0384ba915598f4019155bc8d2c17e0,Kementerian Hukum dan Hak Asasi Manusia,CPNS,PENYANDANG DISABILITAS,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA | UNIT PUSAT,7,1,2785700,8620850,3
5191141,S-1 INFORMATIKA,8a0384ba915598f4019155bceb241857,Kementerian Hukum dan Hak Asasi Manusia,CPNS,PUTRA/PUTRI KALIMANTAN,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA | UNIT PUSAT,2,0,2785700,8620850,37
5191141,S-1 INFORMATIKA,8a0384ba915598f4019155bd897718ba,Kementerian Hukum dan Hak Asasi Manusia,CPNS,PENYANDANG DISABILITAS,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA | KANTOR WILAYAH KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,11,1,2785700,8620850,9
5191141,S-1 INFORMATIKA,8a018692915486670191555333931a1d,Kementerian Kesehatan,CPNS,PENYANDANG DISABILITAS,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,"Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo Jakarta | Direktorat Sumber Daya Manusia, Pendidikan, dan Penelitian",1,1,5067381,12627000,1
5191141,S-1 INFORMATIKA,1adae9fb-e737-403f-b834-c676873a22bb,Kementerian Kesehatan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,"Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo Jakarta | Direktorat Sumber Daya Manusia, Pendidikan, dan Penelitian",3,1,5067381,12627000,55
5191141,S-1 INFORMATIKA,2b022044-d894-41dd-a5e3-a6b3f836922a,Kementerian Kesehatan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,"Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Otak DR. Drs. M. Hatta Bukittinggi | Direktorat Sumber Daya Manusia, Pendidikan dan Penelitian",1,1,2785700,6400000,3
5191141,S-1 INFORMATIKA,67f03d5e-8eef-4c1f-858b-4941a5c3b53d,Kementerian Kesehatan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas II Bengkulu | Subbagian Administrasi Umum,1,1,5000000,8000000,3
5191141,S-1 INFORMATIKA,8170204b-7968-48ca-aa30-ef90524fc98c,Kementerian Kesehatan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Kesehatan | Direktorat Jenderal Tenaga Kesehatan | Sekretariat Konsil Tenaga Kesehatan Indonesia | Subbagian Administrasi Umum,1,1,5000000,7000000,3
5191141,S-1 INFORMATIKA,2314acfa-11e7-4083-94a9-2f83604eddc9,Kementerian Kesehatan,CPNS,UMUM,PERENCANA AHLI PERTAMA,Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Palembang | Subbagian Administrasi Umum,1,1,5000000,8000000,8
5191141,S-1 INFORMATIKA,5ba5b524-625b-4aa0-9d80-804f251210f9,Kementerian Komunikasi dan Informatika,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN KOMUNIKASI DAN INFORMATIKA | BADAN PENELITIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BALAI PELATIHAN DAN PENGEMBANGAN TEKNOLOGI INFORMASI DAN KOMUNIKASI | SUBBAGIAN UMUM,2,0,6500000,7200000,90
5191141,S-1 INFORMATIKA,67dba01f-4dab-4d78-b0ea-0f816738551f,Kementerian Komunikasi dan Informatika,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN KOMUNIKASI DAN INFORMATIKA | SEKRETARIAT JENDERAL | BIRO PERENCANAAN,1,0,6500000,7200000,6
5191141,S-1 INFORMATIKA,c5f2b72d-405d-471b-a0fc-069b6988b618,Kementerian Komunikasi dan Informatika,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,KEMENTERIAN KOMUNIKASI DAN INFORMATIKA | DIREKTORAT JENDERAL PENYELENGGARAAN POS DAN INFORMATIKA | DIREKTORAT PENGEMBANGAN PITALEBAR,1,0,6500000,7200000,17
5191141,S-1 INFORMATIKA,8a03849f914ed85101914eee852a1659,Kementerian Komunikasi dan Informatika,CPNS,PENYANDANG DISABILITAS,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN SIARAN LUAR NEGERI,1,1,5000000,5712700,9
5191141,S-1 INFORMATIKA,8a03849f914ed85101914f22921e7346,Kementerian Komunikasi dan Informatika,CPNS,PENYANDANG DISABILITAS,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI BANDUNG,1,1,5000000,5712700,3
5191141,S-1 INFORMATIKA,8a03849f914ed85101914f27cb037c4f,Kementerian Komunikasi dan Informatika,CPNS,PUTRA/PUTRI KALIMANTAN,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | DIREKTUR UTAMA LPP RRI | DIREKTORAT PROGRAM DAN PRODUKSI,2,1,5000000,5712700,21
5191141,S-1 INFORMATIKA,8a03849f914ed85101914f3efeb02dc1,Kementerian Komunikasi dan Informatika,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI SORONG,1,1,5000000,5712700,1
5191141,S-1 INFORMATIKA,14f3a6cd-fa3a-4c5a-96c3-b595be578710,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI MAMUJU,3,1,5000000,5712700,94
5191141,S-1 INFORMATIKA,34dc1704-5b77-425b-9829-9749fd03122b,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN SIARAN LUAR NEGERI,4,1,5000000,5712700,84
5191141,S-1 INFORMATIKA,38256f61-bfa8-40ea-ba93-c8b612f8030d,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI SORONG,2,1,5000000,5712700,3
5191141,S-1 INFORMATIKA,587fce99-e50f-4477-b85f-2b30bf9348a4,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI SURAKARTA,2,1,5000000,5712700,66
5191141,S-1 INFORMATIKA,5bc1e12b-021f-4cdc-af8c-861091270a85,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI BANDUNG,3,1,5000000,5712700,300
5191141,S-1 INFORMATIKA,64484105-9d5a-4458-a38e-bfb6d1de3b98,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | DIREKTUR UTAMA LPP RRI | DIREKTORAT PROGRAM DAN PRODUKSI,2,1,5000000,5712700,29
5191141,S-1 INFORMATIKA,701283d6-d074-4204-8d78-caa5feb8ec06,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI JAKARTA,1,1,5000000,5712700,51
5191141,S-1 INFORMATIKA,83f298bf-6d45-481a-836c-5ec66b638dd9,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI MEDAN,3,1,5000000,5712700,146
5191141,S-1 INFORMATIKA,dbc4cb3b-19ee-42a5-9eb1-a9ad7bb94780,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI BANTEN,4,1,5000000,5712700,73
5191141,S-1 INFORMATIKA,ee910eda-e31c-4845-a74e-7eae0303f711,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | DIREKTUR UTAMA LPP RRI | PUSAT PEMBERITAAN,11,1,5000000,5712700,729
5191141,S-1 INFORMATIKA,ef954b86-b271-4577-8144-bc9b4911f59d,Kementerian Komunikasi dan Informatika,CPNS,UMUM,PRANATA SIARAN AHLI PERTAMA,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA | STASIUN PENYIARAN LPP RRI PALEMBANG,2,1,5000000,5712700,60
5191141,S-1 INFORMATIKA,a9c9f212-d9dd-40ca-9194-5930084a3cb0,Kementerian Koperasi dan Usaha Kecil dan Menengah,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Koperasi dan Usaha Kecil dan Menengah | Deputi Bidang Kewirausahaan | Asisten Deputi Pembiayaan Wirausaha dan Pengelolaan Jabatan Fungsional Pengembang Kewirausahaan,1,0,6644700,9710350,29
5191141,S-1 INFORMATIKA,bdb7447d-1603-4c43-8921-b4812c4da0c8,Kementerian Koperasi dan Usaha Kecil dan Menengah,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,"Kementerian Koperasi dan Usaha Kecil dan Menengah | SEKRETARIAT KEMENTERIAN KOPERASI DAN USAHA KECIL DAN MENENGAH | Biro Manajemen Kinerja, Organisasi, dan Sumber Daya Manusia Aparatur",5,0,7062600,8338750,363
5191141,S-1 INFORMATIKA,8a0284b991732257019173aed6a05489,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,PUTRA/PUTRI KALIMANTAN,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,"KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Pengelolaan Hutan Lestari | Sekretariat Direktorat Jenderal Pengelolaan Hutan Lestari | Bagian Keuangan, Kepegawaian, Organisasi dan Tata Laksana",1,0,6000000,8000000,14
5191141,S-1 INFORMATIKA,030a31d8-3d90-422e-bcc8-b1386d6ec2f2,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Konservasi Sumber Daya Alam dan Ekosistem | Balai Besar Taman Nasional Kerinci Seblat | Bagian Tata Usaha,1,0,6000000,8000000,10
5191141,S-1 INFORMATIKA,0f5b3c55-2326-4a56-8c33-af94a94244a9,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Konservasi Sumber Daya Alam dan Ekosistem | Balai Taman Nasional Bunaken | Sub Bagian Tata Usaha,1,0,6000000,8000000,3
5191141,S-1 INFORMATIKA,1b58df8b-bac8-499a-b572-feda29b92666,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,LULUSAN TERBAIK,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Pengelolaan Daerah Aliran Sungai dan Rehabilitasi Hutan | Balai Pengelolaan Daerah Aliran Sungai Bone Bolango | Sub Bagian Tata Usaha,1,0,6000000,8000000,0
5191141,S-1 INFORMATIKA,27f97e3c-e12e-422d-9787-ea5def74608f,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Konservasi Sumber Daya Alam dan Ekosistem | Balai Taman Nasional Meru Betiri | Sub Bagian Tata Usaha,1,0,6000000,8000000,5
5191141,S-1 INFORMATIKA,37ceca6a-4862-47d1-94e7-797da804e039,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Konservasi Sumber Daya Alam dan Ekosistem | Balai Taman Nasional Bali Barat | Sub Bagian Tata Usaha,1,0,6000000,8000000,10
5191141,S-1 INFORMATIKA,57c425fc-ffd8-4574-a7c9-cc07e0b7d3fd,Kementerian Lingkungan Hidup dan Kehutanan,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,"KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN | Direktorat Jenderal Konservasi Sumber Daya Alam dan Ekosistem | Sekretariat Direktorat Jenderal Konservasi Sumber Daya Alam dan Ekosistem | Bagian Keuangan, Kepegawaian, Organisasi dan Tata Laksana",1,0,6000000,8000000,8
